,日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
2092,20230131,5352,黒崎播磨,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,7,TOPIX Small 2
2093,20230131,5355,日本坩堝,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-
2094,20230131,5357,ヨータイ,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,7,TOPIX Small 2
2095,20230131,5363,東京窯業,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,7,TOPIX Small 2
2096,20230131,5367,ニッカトー,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,7,TOPIX Small 2
2097,20230131,5368,日本インシュレーション,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-
2098,20230131,5380,新東,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-
2099,20230131,5381,Ｍｉｐｏｘ,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-
2100,20230131,5384,フジミインコーポレーテッド,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,6,TOPIX Small 1
2101,20230131,5386,鶴弥,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-
2102,20230131,5388,クニミネ工業,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,7,TOPIX Small 2
2103,20230131,5391,エーアンドエーマテリアル,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,7,TOPIX Small 2
2104,20230131,5393,ニチアス,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,6,TOPIX Small 1
2105,20230131,5395,理研コランダム,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-
2106,20230131,5401,日本製鉄,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,2,TOPIX Large70
2107,20230131,5406,神戸製鋼所,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,4,TOPIX Mid400
2108,20230131,5408,中山製鋼所,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2
2109,20230131,5410,合同製鐵,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2
2110,20230131,5411,ＪＦＥホールディングス,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,4,TOPIX Mid400
2111,20230131,5423,東京製鐵,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,6,TOPIX Small 1
2112,20230131,5440,共英製鋼,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,6,TOPIX Small 1
2113,20230131,5444,大和工業,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,4,TOPIX Mid400
2114,20230131,5445,東京鐵鋼,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2
2115,20230131,5446,北越メタル,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,-,-
2116,20230131,5449,大阪製鐵,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2
2117,20230131,5451,淀川製鋼所,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,6,TOPIX Small 1
2118,20230131,5458,高砂鐵工,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,-,-
2119,20230131,5461,中部鋼鈑,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2
2120,20230131,5463,丸一鋼管,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,4,TOPIX Mid400
2121,20230131,5464,モリ工業,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2
2122,20230131,5471,大同特殊鋼,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,4,TOPIX Mid400
2123,20230131,5476,日本高周波鋼業,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2
2124,20230131,5480,日本冶金工業,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,6,TOPIX Small 1
2125,20230131,5481,山陽特殊製鋼,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,6,TOPIX Small 1
2126,20230131,5482,愛知製鋼,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2
2127,20230131,5484,東北特殊鋼,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,-,-
2128,20230131,5491,日本金属,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2
2129,20230131,5525,フロンティアホールディングス,PRO Market,8050,不動産業,17,不動産 ,-,-
2130,20230131,5526,ＬＵＭＢＥＲ　ＯＮＥ,PRO Market,8050,不動産業,17,不動産 ,-,-
2131,20230131,5527,ｐｒｏｐｅｒｔｙ　ｔｅｃｈｎｏｌｏｇｉｅｓ,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
2132,20230131,5528,フロンティアハウス,PRO Market,8050,不動産業,17,不動産 ,-,-
2133,20230131,5541,大平洋金属,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,6,TOPIX Small 1
2134,20230131,5542,新報国マテリアル,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,-,-
2135,20230131,5563,新日本電工,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,6,TOPIX Small 1
2136,20230131,5602,栗本鐵工所,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2
2137,20230131,5603,虹技,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2
2138,20230131,5609,日本鋳造,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,-,-
2139,20230131,5610,大和重工,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,-,-
2140,20230131,5612,日本鋳鉄管,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2
2141,20230131,5631,日本製鋼所,プライム（内国株式）,3600,機械,8,機械 ,4,TOPIX Mid400
2142,20230131,5632,三菱製鋼,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2
2143,20230131,5644,メタルアート,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,-,-
2144,20230131,5658,日亜鋼業,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2
2145,20230131,5659,日本精線,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2
2146,20230131,5660,神鋼鋼線工業,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,-,-
2147,20230131,5695,パウダーテック,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,-,-
2148,20230131,5697,サンユウ,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,-,-
2149,20230131,5698,エンビプロ・ホールディングス,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2
2150,20230131,5699,イボキン,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,-,-
2151,20230131,5702,大紀アルミニウム工業所,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,6,TOPIX Small 1
2152,20230131,5703,日本軽金属ホールディングス,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,6,TOPIX Small 1
2153,20230131,5704,ＪＭＣ,グロース（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,-,-
2154,20230131,5706,三井金属鉱業,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,4,TOPIX Mid400
2155,20230131,5707,東邦亜鉛,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,7,TOPIX Small 2
2156,20230131,5711,三菱マテリアル,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,4,TOPIX Mid400
2157,20230131,5713,住友金属鉱山,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,2,TOPIX Large70
2158,20230131,5714,ＤＯＷＡホールディングス,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,4,TOPIX Mid400
2159,20230131,5715,古河機械金属,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,7,TOPIX Small 2
2160,20230131,5721,エス・サイエンス,スタンダード（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,7,TOPIX Small 2
2161,20230131,5724,アサカ理研,スタンダード（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,-,-
2162,20230131,5726,大阪チタニウムテクノロジーズ,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,6,TOPIX Small 1
2163,20230131,5727,東邦チタニウム,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,6,TOPIX Small 1
2164,20230131,5729,日本精鉱,スタンダード（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,-,-
2165,20230131,5741,ＵＡＣＪ,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,6,TOPIX Small 1
2166,20230131,5742,エヌアイシ・オートテック,スタンダード（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,-,-
2167,20230131,5753,日本伸銅,スタンダード（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,-,-
2168,20230131,5757,ＣＫサンエツ,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,7,TOPIX Small 2
2169,20230131,5759,日本電解,グロース（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,-,-
2170,20230131,5781,東邦金属,スタンダード（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,-,-
2171,20230131,5801,古河電気工業,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,4,TOPIX Mid400
2172,20230131,5802,住友電気工業,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,2,TOPIX Large70
2173,20230131,5803,フジクラ,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,4,TOPIX Mid400
2174,20230131,5805,昭和電線ホールディングス,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,6,TOPIX Small 1
2175,20230131,5809,タツタ電線,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,7,TOPIX Small 2
2176,20230131,5816,オーナンバ,スタンダード（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,-,-
2177,20230131,5817,ＪＭＡＣＳ,スタンダード（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,-,-
2178,20230131,5819,カナレ電気,スタンダード（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,7,TOPIX Small 2
2179,20230131,5820,三ッ星,スタンダード（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,-,-
2180,20230131,5821,平河ヒューテック,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,7,TOPIX Small 2
2181,20230131,5830,いよぎんホールディングス,プライム（内国株式）,7050,銀行業,15,銀行 ,4,TOPIX Mid400
2182,20230131,5831,しずおかフィナンシャルグループ,プライム（内国株式）,7050,銀行業,15,銀行 ,4,TOPIX Mid400
2183,20230131,5832,ちゅうぎんフィナンシャルグループ,プライム（内国株式）,7050,銀行業,15,銀行 ,4,TOPIX Mid400
2184,20230131,5834,ＳＢＩリーシングサービス,グロース（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） ,-,-
2185,20230131,5851,リョービ,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,6,TOPIX Small 1
2186,20230131,5852,アーレスティ,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,7,TOPIX Small 2
2187,20230131,5856,エルアイイーエイチ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
2188,20230131,5857,アサヒホールディングス,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,6,TOPIX Small 1
2189,20230131,5858,ＳＴＧ,PRO Market,3500,非鉄金属,7,鉄鋼・非鉄 ,-,-
2190,20230131,5900,ダイケン,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
2191,20230131,5901,東洋製罐グループホールディングス,プライム（内国株式）,3550,金属製品,3,建設・資材 ,4,TOPIX Mid400
2192,20230131,5902,ホッカンホールディングス,プライム（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
2193,20230131,5903,シンポ,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
2194,20230131,5905,日本製罐,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
2195,20230131,5906,エムケー精工,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
2196,20230131,5909,コロナ,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
2197,20230131,5911,横河ブリッジホールディングス,プライム（内国株式）,3550,金属製品,3,建設・資材 ,6,TOPIX Small 1
2198,20230131,5915,駒井ハルテック,プライム（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
2199,20230131,5918,瀧上工業,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
2200,20230131,5921,川岸工業,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
2201,20230131,5922,那須電機鉄工,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
2202,20230131,5923,高田機工,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
2203,20230131,5928,アルメタックス,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
2204,20230131,5929,三和ホールディングス,プライム（内国株式）,3550,金属製品,3,建設・資材 ,4,TOPIX Mid400
2205,20230131,5930,文化シヤッター,プライム（内国株式）,3550,金属製品,3,建設・資材 ,6,TOPIX Small 1
2206,20230131,5932,三協立山,プライム（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
2207,20230131,5933,アルインコ,プライム（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
2208,20230131,5935,元旦ビューティ工業,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
2209,20230131,5936,東洋シヤッター,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
2210,20230131,5938,ＬＩＸＩＬ,プライム（内国株式）,3550,金属製品,3,建設・資材 ,4,TOPIX Mid400
2211,20230131,5939,大谷工業,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
2212,20230131,5940,不二サッシ,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
2213,20230131,5941,中西製作所,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
2214,20230131,5942,日本フイルコン,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
2215,20230131,5943,ノーリツ,プライム（内国株式）,3550,金属製品,3,建設・資材 ,6,TOPIX Small 1
2216,20230131,5945,天龍製鋸,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
2217,20230131,5946,長府製作所,プライム（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
2218,20230131,5947,リンナイ,プライム（内国株式）,3550,金属製品,3,建設・資材 ,4,TOPIX Mid400
2219,20230131,5949,ユニプレス,プライム（内国株式）,3700,輸送用機器,6,自動車・輸送機 ,6,TOPIX Small 1
2220,20230131,5950,日本パワーファスニング,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
2221,20230131,5951,ダイニチ工業,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
2222,20230131,5952,アマテイ,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
2223,20230131,5955,ヤマシナ,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
2224,20230131,5956,トーソー,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
2225,20230131,5957,日東精工,プライム（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
2226,20230131,5958,三洋工業,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
2227,20230131,5959,岡部,プライム（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
2228,20230131,5962,浅香工業,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
2229,20230131,5965,フジマック,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
2230,20230131,5966,京都機械工具,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
2231,20230131,5967,ＴＯＮＥ,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
2232,20230131,5969,ロブテックス,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
2233,20230131,5970,ジーテクト,プライム（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
2234,20230131,5971,共和工業所,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
2235,20230131,5973,トーアミ,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
2236,20230131,5974,中国工業,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
2237,20230131,5975,東プレ,プライム（内国株式）,3550,金属製品,3,建設・資材 ,6,TOPIX Small 1
2238,20230131,5976,高周波熱錬,プライム（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
2239,20230131,5981,東京製綱,プライム（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
2240,20230131,5982,マルゼン,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
2241,20230131,5983,イワブチ,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
2242,20230131,5984,兼房,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
2243,20230131,5985,サンコール,プライム（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
2244,20230131,5986,モリテック　スチール,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
2245,20230131,5987,オーネックス,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
2246,20230131,5988,パイオラックス,プライム（内国株式）,3550,金属製品,3,建設・資材 ,6,TOPIX Small 1
2247,20230131,5989,エイチワン,プライム（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
2248,20230131,5990,スーパーツール,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
2249,20230131,5991,日本発條,プライム（内国株式）,3550,金属製品,3,建設・資材 ,4,TOPIX Mid400
2250,20230131,5992,中央発條,プライム（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
2251,20230131,5994,ファインシンター,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
2252,20230131,5997,協立エアテック,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
2253,20230131,5998,アドバネクス,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
2254,20230131,5999,イハラサイエンス,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
2255,20230131,6005,三浦工業,プライム（内国株式）,3600,機械,8,機械 ,4,TOPIX Mid400
2256,20230131,6013,タクマ,プライム（内国株式）,3600,機械,8,機械 ,6,TOPIX Small 1
2257,20230131,6016,ジャパンエンジンコーポレーション,スタンダード（内国株式）,3700,輸送用機器,6,自動車・輸送機 ,-,-
2258,20230131,6018,阪神内燃機工業,スタンダード（内国株式）,3700,輸送用機器,6,自動車・輸送機 ,-,-
2259,20230131,6022,赤阪鐵工所,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
2260,20230131,6023,ダイハツディーゼル,スタンダード（内国株式）,3700,輸送用機器,6,自動車・輸送機 ,-,-
2261,20230131,6026,ＧＭＯ　ＴＥＣＨ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2262,20230131,6027,弁護士ドットコム,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2263,20230131,6028,テクノプロ・ホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,4,TOPIX Mid400
2264,20230131,6029,アトラグループ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
2265,20230131,6030,アドベンチャー,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2266,20230131,6031,サイジニア,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2267,20230131,6032,インターワークス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
2268,20230131,6033,エクストリーム,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2269,20230131,6034,ＭＲＴ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2270,20230131,6035,アイ・アールジャパンホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
2271,20230131,6036,ＫｅｅＰｅｒ技研,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
2272,20230131,6037,ファーストロジック,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
2273,20230131,6038,イード,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2274,20230131,6039,日本動物高度医療センター,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2275,20230131,6040,日本スキー場開発,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2276,20230131,6042,ニッキ,スタンダード（内国株式）,3700,輸送用機器,6,自動車・輸送機 ,-,-
2277,20230131,6044,三機サービス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
2278,20230131,6045,レントラックス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2279,20230131,6046,リンクバル,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2280,20230131,6047,Ｇｕｎｏｓｙ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
2281,20230131,6048,デザインワン・ジャパン,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
2282,20230131,6049,イトクロ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2283,20230131,6050,イー・ガーディアン,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
2284,20230131,6054,リブセンス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
2285,20230131,6055,ジャパンマテリアル,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
2286,20230131,6058,ベクトル,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
2287,20230131,6059,ウチヤマホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
2288,20230131,6060,こころネット,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2289,20230131,6061,ユニバーサル園芸社,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2290,20230131,6062,チャーム・ケア・コーポレーション,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
2291,20230131,6063,日本エマージェンシーアシスタンス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2292,20230131,6067,インパクトホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2293,20230131,6069,トレンダーズ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2294,20230131,6070,キャリアリンク,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
2295,20230131,6071,ＩＢＪ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
2296,20230131,6072,地盤ネットホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2297,20230131,6073,アサンテ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
2298,20230131,6074,ジェイエスエス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2299,20230131,6078,バリューＨＲ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
2300,20230131,6080,Ｍ＆Ａキャピタルパートナーズ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
2301,20230131,6081,アライドアーキテクツ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2302,20230131,6082,ライドオンエクスプレスホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
2303,20230131,6083,ＥＲＩホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
2304,20230131,6085,アーキテクツ・スタジオ・ジャパン,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2305,20230131,6086,シンメンテホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2306,20230131,6087,アビスト,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
2307,20230131,6088,シグマクシス・ホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
2308,20230131,6089,ウィルグループ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
2309,20230131,6090,ヒューマン・メタボローム・テクノロジーズ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2310,20230131,6091,ウエスコホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2311,20230131,6092,エンバイオ・ホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2312,20230131,6093,エスクロー・エージェント・ジャパン,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
2313,20230131,6094,フリークアウト・ホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
2314,20230131,6095,メドピア,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
2315,20230131,6096,レアジョブ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
2316,20230131,6098,リクルートホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,1,TOPIX Core30
2317,20230131,6099,エラン,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
2318,20230131,6101,ツガミ,プライム（内国株式）,3600,機械,8,機械 ,6,TOPIX Small 1
2319,20230131,6103,オークマ,プライム（内国株式）,3600,機械,8,機械 ,4,TOPIX Mid400
2320,20230131,6104,芝浦機械,プライム（内国株式）,3600,機械,8,機械 ,6,TOPIX Small 1
2321,20230131,6113,アマダ,プライム（内国株式）,3600,機械,8,機械 ,4,TOPIX Mid400
2322,20230131,6118,アイダエンジニアリング,プライム（内国株式）,3600,機械,8,機械 ,6,TOPIX Small 1
